PO_Item_Code,Ordered,Unit_Cost,Department_Name,Department_Code,Order_Date
91-00219,6.0,14.49,026809 Preventive Maintenance,026809,2024-06-19
58-00387,1.0,159.8,026404 Plumbing,026404,2024-06-13
59-10216,2.0,7.499,026404 Plumbing,026404,2024-05-28
59-10355S,20.0,4.854,026404 Plumbing,026404,2024-05-28
59-11263S,4.0,6.809,026404 Plumbing,026404,2024-05-28
58-00391,1.0,32.28,026404 Plumbing,026404,2024-06-24
58-00463,1.0,14.79,026404 Plumbing,026404,2025-02-05
Engineering Tool,1.0,187.9,026807 A&E Services,026807,2024-05-28
58-13997,6.0,43.49,026404 Plumbing,026404,2024-05-28
Mechanical Tool,2.0,90.1,026403 Mechanicals,026403,2024-06-06
Mechanical Tool,1.0,144.83,026403 Mechanicals,026403,2024-06-06
91-00322K,4.0,17.4,026809 Preventive Maintenance,026809,2024-06-19
30-10823,25.0,14.26,026803 Custodial Services,026803,2025-02-07
71-00628,1.0,12.0,026403 Mechanicals,026403,2024-12-13
Grounds Tool,1.0,158.48,026805 Grounds,026805,2024-07-26
30-50216S,1080.0,0.69,026803 Custodial Services,026803,2024-08-05
58-00432,1.0,161.0,026404 Plumbing,026404,2024-12-04
22-10626,2.0,14.68,026401 Electricians,026401,2024-07-23
20-10880,3.0,89.2,026401 Electricians,026401,2024-07-25
58-00405,1.0,216.56,026404 Plumbing,026404,2024-08-13
35-20044K,12.0,28.93,026804 Stores,026804,2024-09-30
35-10761,1.0,19.8,026404 Plumbing,026404,2025-02-04
58-00486,20.0,0.54,026404 Plumbing,026404,2025-02-14
71-10473,10.0,5.77,026403 Mechanicals,026403,2025-03-07
58-00493,1.0,699.87,026404 Plumbing,026404,2025-03-12
35-10739S,2.0,31.75,026803 Custodial Services,026803,2024-10-21
91-00140,12.0,10.46,026809 Preventive Maintenance,026809,2024-12-11
25-10437S,1.0,289.8,026401 Electricians,026401,2025-02-07
71-12389S,10.0,4.05,026403 Mechanicals,026403,2025-03-07
25-10500,1.0,615.02,026401 Electricians,026401,2024-06-07
35-10568K,7.0,16.31,026804 Stores,026804,2024-09-30
15-11220,1.0,2200.0,026400 Carpenters,026400,2024-10-09
20-10354,10.0,72.29,026401 Electricians,026401,2025-02-25
30-23530,300.0,32.1,026803 Custodial Services,026803,2024-05-31
35-20044K,8.0,27.83,026804 Stores,026804,2024-06-24
58-00471,4.0,19.71,026404 Plumbing,026404,2025-01-14
57-56061,8.0,22.35,026404 Plumbing,026404,2025-02-06
58-00478,6.0,1.85,026404 Plumbing,026404,2025-02-06
59-11689,4.0,10.88,026404 Plumbing,026404,2025-02-12
70-14116,1.0,233.3,026403 Mechanicals,026403,2025-03-07
22-12919,1.0,30.73,026401 Electricians,026401,2024-09-30
22-12920,6.0,240.0,026401 Electricians,026401,2024-09-30
35-20068K,3.0,15.73,026804 Stores,026804,2024-10-30
20-12350,10.0,114.95,026401 Electricians,026401,2024-12-19
22-11523,10.0,35.219,026401 Electricians,026401,2024-12-19
22-11415,25.0,6.6448,026401 Electricians,026401,2024-12-19
59-11531,1.0,21.71,026404 Plumbing,026404,2024-12-23
71-12705,3.0,21.53,026403 Mechanicals,026403,2025-01-27
59-10936S,2.0,7.67,026404 Plumbing,026404,2025-02-21
35-20912K,50.0,2.13,026803 Custodial Services,026803,2025-02-25
35-00059K,2.0,2.52,026804 Stores,026804,2024-06-26
44-10425,1.0,22.37,026402 Painters,026402,2024-09-17
59-10573,1.0,5.18,026404 Plumbing,026404,2024-11-22
15-11210,1.0,251.64,026400 Carpenters,026400,2024-12-13
71-00631,4.0,73.0,026403 Mechanicals,026403,2024-12-13
90-52028,3.0,73.94,026809 Preventive Maintenance,026809,2025-02-05
58-00496,1.0,80.0,026404 Plumbing,026404,2025-03-14
30-24525,30.0,20.02,026803 Custodial Services,026803,2024-06-12
Plumbing Tool,5.0,2.0325,026404 Plumbing,026404,2024-05-20
22-12700,3.0,102.65,026401 Electricians,026401,2024-06-24
35-12816,6.0,22.76,026809 Preventive Maintenance,026809,2024-07-12
15-10101,70.0,210.34,026400 Carpenters,026400,2024-07-17
15-10574,6.0,9.21,026400 Carpenters,026400,2024-08-28
22-12918,1.0,41.0,026401 Electricians,026401,2024-09-30
22-12923,1.0,3765.0,026401 Electricians,026401,2024-10-29
15-10574,2.0,9.37,026400 Carpenters,026400,2024-10-30
35-20062K,1.0,18.5304,026804 Stores,026804,2024-10-30
71-00678,1.0,132.84,026403 Mechanicals,026403,2025-04-09
90-10251S,6.0,46.34,026809 Preventive Maintenance,026809,2025-05-05
35-50234K,2.0,5.58,026804 Stores,026804,2024-06-26
20-11211,5.0,43.65,026401 Electricians,026401,2024-07-23
90-52048,12.0,84.04,026809 Preventive Maintenance,026809,2024-08-23
59-11094,7.0,27.15,026404 Plumbing,026404,2024-12-23
58-11941S,2.0,5.21,026404 Plumbing,026404,2024-12-23
35-10525K,1.0,13.24,026404 Plumbing,026404,2025-05-08
20-10507,25.0,0.53,026401 Electricians,026401,2024-07-23
20-10507,150.0,0.53,026401 Electricians,026401,2024-12-19
30-10821,24.0,18.25,026803 Custodial Services,026803,2024-12-27
71-00679,1.0,93.525,026403 Mechanicals,026403,2025-04-09
59-11113S,1.0,8.6,026404 Plumbing,026404,2025-05-13
59-12930,1.0,22.71,026404 Plumbing,026404,2024-10-04
58-00414,1.0,107.49,026404 Plumbing,026404,2024-10-04
59-11095,8.0,27.15,026404 Plumbing,026404,2024-12-23
58-11888S,5.0,6.59,026404 Plumbing,026404,2024-12-23
58-12099,5.0,19.92,026404 Plumbing,026404,2025-01-14
90-10614S,6.0,31.55,026809 Preventive Maintenance,026809,2025-05-05
58-00402,1.0,7.5,026404 Plumbing,026404,2024-07-23
22-12917,1.0,41.0,026401 Electricians,026401,2024-09-30
30-10358S,120.0,5.09,026803 Custodial Services,026803,2024-06-26
30-10124S,300.0,4.42,026803 Custodial Services,026803,2024-07-29
30-10124S,210.0,4.42,026803 Custodial Services,026803,2024-08-13
22-50558,2.0,43.15,026401 Electricians,026401,2024-10-11
71-00632,1.0,808.0,026403 Mechanicals,026403,2024-12-13
20-11062,100.0,2.0095,026401 Electricians,026401,2025-02-13
58-00505,3.0,9.77,026404 Plumbing,026404,2025-03-26
35-10569K,6.0,15.92,026804 Stores,026804,2025-02-10
91-00244,4.0,28.96,026809 Preventive Maintenance,026809,2024-05-28
22-50721,500.0,1.2749,026401 Electricians,026401,2024-06-19
30-10077,50.0,3.13,026803 Custodial Services,026803,2025-02-25
58-12045,2.0,28.12,026404 Plumbing,026404,2025-02-21
44-10323,1.0,64.59,026402 Painters,026402,2024-11-07
35-10748S,2.0,1.11,026402 Painters,026402,2024-11-07
Stores Tool,1.0,26.57,026804 Stores,026804,2024-11-26
Plumbing Tool,1.0,68.69,026404 Plumbing,026404,2024-12-10
58-00447,12.0,24.7,026404 Plumbing,026404,2025-01-30
58-00447,10.0,24.7,026404 Plumbing,026404,2025-02-03
71-00664,1.0,76.0,026403 Mechanicals,026403,2025-03-14
59-11813,3.0,17.67,026404 Plumbing,026404,2024-08-07
59-12122,4.0,11.52,026404 Plumbing,026404,2024-08-07
59-11813,5.0,17.67,026404 Plumbing,026404,2024-08-16
59-13422,2.0,17.25,026404 Plumbing,026404,2024-11-13
59-10292S,10.0,7.38,026404 Plumbing,026404,2025-01-07
35-10759S,50.0,2.33,026403 Mechanicals,026403,2025-01-30
58-00367,1.0,35.64,026404 Plumbing,026404,2025-02-20
59-11813,1.0,17.67,026404 Plumbing,026404,2025-03-14
44-10564,1.0,4.26,026402 Painters,026402,2024-11-07
59-11486,1.0,18.12,026404 Plumbing,026404,2024-11-13
71-11868,7.0,94.23,026403 Mechanicals,026403,2025-03-03
55-55070S,10.0,1.39,026404 Plumbing,026404,2025-03-14
59-12190S,10.0,2.25,026404 Plumbing,026404,2025-01-08
90-11773,48.0,7.25,026809 Preventive Maintenance,026809,2025-03-20
35-11702,4.0,49.585,026404 Plumbing,026404,2024-05-15
55-53845S,1.0,11.276,026404 Plumbing,026404,2024-05-15
35-10183K,35.0,4.03,026804 Stores,026804,2024-06-05
90-11773,84.0,8.52,026809 Preventive Maintenance,026809,2024-05-28
95-10141S,2.0,321.6,026809 Preventive Maintenance,026809,2024-12-10
58-11935,8.0,1.34,026404 Plumbing,026404,2025-01-08
70-11042,2.0,40.17,026403 Mechanicals,026403,2025-03-03
Mechanical Tool,2.0,88.19,026403 Mechanicals,026403,2024-05-15
Electrical Tool,1.0,15.12,026401 Electricians,026401,2024-05-28
35-10247K,1.0,8.43,026401 Electricians,026401,2024-05-31
58-00410,4.0,64.95,026404 Plumbing,026404,2024-08-30
70-19071,1.0,213.76,026403 Mechanicals,026403,2024-07-09
59-11271,4.0,3.931,026404 Plumbing,026404,2024-06-24
71-00681,1.0,40.95,026403 Mechanicals,026403,2025-04-09
15-11245,8.0,8.29,026400 Carpenters,026400,2025-05-08
71-11947,1.0,84.69,026404 Plumbing,026404,2024-09-27
59-13445,1.0,33.69,026404 Plumbing,026404,2024-09-30
59-11309,1.0,30.21,026404 Plumbing,026404,2024-08-07
59-11531,1.0,45.58,026404 Plumbing,026404,2024-08-07
59-11309,6.0,30.21,026404 Plumbing,026404,2024-08-16
22-12578,1.0,5661.0,026401 Electricians,026401,2025-04-28
30-10212,20.0,7.24,026803 Custodial Services,026803,2024-07-29
20-10994,10.0,16.1059,026401 Electricians,026401,2024-08-27
30-10389S,120.0,4.27,026803 Custodial Services,026803,2024-10-11
30-24525,50.0,20.02,026803 Custodial Services,026803,2024-10-30
71-00626,1.0,1107.0,026403 Mechanicals,026403,2024-12-20
58-00466,1.0,26.04,026404 Plumbing,026404,2025-01-07
71-53034S,12.0,3.56,026403 Mechanicals,026403,2025-01-27
44-10153K,1.0,13.93,026402 Painters,026402,2025-03-07
59-11289S,1.0,8.03,026404 Plumbing,026404,2025-03-14
22-12910,2.0,492.4,026401 Electricians,026401,2024-09-19
35-20068K,1.0,15.73,026404 Plumbing,026404,2024-10-25
71-00563,1.0,196.35,026403 Mechanicals,026403,2024-07-30
22-12931,1.0,37.87,026401 Electricians,026401,2024-11-27
20-00151,1.0,3.45,026401 Electricians,026401,2024-12-26
20-11921S,1.0,71.1,026401 Electricians,026401,2025-03-14
22-12919,1.0,41.0,026401 Electricians,026401,2025-04-01
22-12920,5.0,252.0,026401 Electricians,026401,2025-04-01
30-23515,100.0,17.6,026803 Custodial Services,026803,2024-11-18
71-00625,1.0,594.75,026403 Mechanicals,026403,2024-12-20
71-00633,1.0,417.0,026403 Mechanicals,026403,2024-12-13
59-10613,2.0,3.15,026404 Plumbing,026404,2024-12-23
71-12356S,12.0,4.49,026403 Mechanicals,026403,2025-01-27
59-10133S,10.0,0.89,026404 Plumbing,026404,2025-03-19
90-11506,2.0,35.44,026809 Preventive Maintenance,026809,2025-02-05
91-00374,36.0,13.6,026809 Preventive Maintenance,026809,2025-02-05
35-20062K,4.0,21.34,026804 Stores,026804,2025-02-10
58-00458,1.0,41.6,026404 Plumbing,026404,2025-03-14
15-10101,1.0,210.34,026400 Carpenters,026400,2024-06-13
20-10129S,25.0,2.1072,026401 Electricians,026401,2024-07-23
35-10471S,1.0,133.03,026403 Mechanicals,026403,2024-07-23
22-12896,1.0,50.44,026401 Electricians,026401,2024-07-30
20-11025,100.0,0.1705,026401 Electricians,026401,2024-12-19
20-10148,10.0,2.56,026401 Electricians,026401,2024-12-19
58-00430,18.0,3.21,026404 Plumbing,026404,2025-05-13
71-51000,6.0,24.24,026403 Mechanicals,026403,2025-05-07
58-14001,1.0,58.74,026404 Plumbing,026404,2024-12-23
71-51223,6.0,81.18,026403 Mechanicals,026403,2025-01-27
55-54410S,10.0,2.04,026404 Plumbing,026404,2025-03-03
35-10661S,2.0,5.62,026804 Stores,026804,2025-04-07
15-11218,70.0,3.92,026400 Carpenters,026400,2024-08-28
15-11218,30.0,2.33,026400 Carpenters,026400,2024-08-28
20-11283,5.0,9.21,026401 Electricians,026401,2024-12-19
71-00556,1.0,18.36,026403 Mechanicals,026403,2024-07-26
71-00012,4.0,179.4093,026403 Mechanicals,026403,2024-08-16
Carpentry Tool,1.0,31.72,026400 Carpenters,026400,2024-09-05
A&E Tool,1.0,125.87,026807 A&E Services,026807,2024-09-19
44-10323,1.0,55.98,026402 Painters,026402,2024-09-19
Carpentry Tool,1.0,42.74,026400 Carpenters,026400,2024-10-09
FAC REP Tool,2.0,23.8,026808 Facility Repair,026808,2024-11-13
PM Tool,1.0,14.56,026809 Preventive Maintenance,026809,2024-11-25
30-10761,8.0,28.99,026803 Custodial Services,026803,2024-08-06
70-11131,6.0,108.5067,026403 Mechanicals,026403,2024-12-27
71-00623,1.0,780.55,026403 Mechanicals,026403,2024-12-10
35-10782,2.0,15.98,026804 Stores,026804,2025-05-05
35-10491K,4.0,2.85,026804 Stores,026804,2024-06-26
30-10549,9.0,62.94,026803 Custodial Services,026803,2025-02-25
30-10040S,130.0,15.57,026803 Custodial Services,026803,2024-08-12
30-50104S,10.0,3.95,026803 Custodial Services,026803,2024-12-27
71-53016S,10.0,1.07,026403 Mechanicals,026403,2025-03-07
71-00532,2.0,147.2,026403 Mechanicals,026403,2024-06-05
35-20070K,4.0,17.13,026804 Stores,026804,2025-02-10
59-13040,4.0,34.19,026404 Plumbing,026404,2025-03-14
90-10452,5.0,14.28,026809 Preventive Maintenance,026809,2025-03-21
90-10084,12.0,6.5,026809 Preventive Maintenance,026809,2024-05-28
71-00530,2.0,119.5,026403 Mechanicals,026403,2024-05-30
71-53020S,10.0,4.26,026403 Mechanicals,026403,2025-03-07
59-11428,1.0,17.5,026404 Plumbing,026404,2025-03-07
35-20062K,12.0,12.9933,026803 Custodial Services,026803,2025-02-11
35-10781,5.0,21.9,026804 Stores,026804,2025-05-05
35-10783,2.0,41.09,026804 Stores,026804,2025-05-05
71-00577,2.0,606.4,026403 Mechanicals,026403,2024-08-20
59-12266,1.0,79.29,026404 Plumbing,026404,2024-08-01
59-10241,1.0,14.49,026404 Plumbing,026404,2024-12-23
55-54724,2.0,5.19,026404 Plumbing,026404,2024-12-23
59-12570,1.0,8.62,026404 Plumbing,026404,2024-12-23
71-00637,2.0,704.0,026403 Mechanicals,026403,2025-01-07
71-12498,6.0,19.95,026403 Mechanicals,026403,2025-01-27
35-20305K,4.0,9.5,026809 Preventive Maintenance,026809,2025-05-05
35-10341K,200.0,4.37,026809 Preventive Maintenance,026809,2025-05-05
35-10660S,2.0,3.24,026804 Stores,026804,2024-06-26
35-10341K,25.0,3.86,026804 Stores,026804,2024-10-30
22-12928,1.0,718.46,026401 Electricians,026401,2024-11-15
90-12096,12.0,11.93,026809 Preventive Maintenance,026809,2024-08-12
35-20072K,6.0,25.83,026809 Preventive Maintenance,026809,2024-11-27
91-00353,2.0,46.23,026809 Preventive Maintenance,026809,2024-12-19
15-11226,14.0,72.78,026400 Carpenters,026400,2024-12-23
30-10402S,60.0,3.09,026803 Custodial Services,026803,2024-12-27
15-11213,20.0,177.0,026400 Carpenters,026400,2024-07-17
40-10431,2.0,125.0,026808 Facility Repair,026808,2024-11-26
20-10352,1.0,94.65,026401 Electricians,026401,2024-12-04
90-52052,12.0,6.83,026809 Preventive Maintenance,026809,2024-12-10
22-12345S,250.0,1.6092,026401 Electricians,026401,2025-01-29
95-11027S,4.0,105.0,026809 Preventive Maintenance,026809,2025-04-08
22-12915,1.0,201.07,026401 Electricians,026401,2024-09-30
22-10378,1.0,34.97,026401 Electricians,026401,2024-12-04
35-10341K,24.0,4.25,026804 Stores,026804,2025-02-10
30-24035,24.0,29.49,026803 Custodial Services,026803,2025-02-25
90-50811K,11.0,23.99,026809 Preventive Maintenance,026809,2025-03-21
22-12960,1.0,452.3,026401 Electricians,026401,2025-04-01
30-10460S,250.0,18.25,026803 Custodial Services,026803,2025-04-25
57-11025,4.0,26.46,026404 Plumbing,026404,2024-10-08
71-12351S,12.0,2.76,026403 Mechanicals,026403,2025-01-27
35-20072K,3.0,29.68,026804 Stores,026804,2025-02-10
59-12152,4.0,5.28,026404 Plumbing,026404,2025-02-21
70-10932,1.0,142.2724,026403 Mechanicals,026403,2025-03-10
90-12096,18.0,11.93,026809 Preventive Maintenance,026809,2024-05-28
71-00531,2.0,63.72,026403 Mechanicals,026403,2024-06-05
30-10548,2.0,49.02,026803 Custodial Services,026803,2025-02-25
22-11271S,2.0,92.22,026401 Electricians,026401,2025-02-06
70-19218,1.0,95.5266,026403 Mechanicals,026403,2025-03-10
71-00675,1.0,217.0,026403 Mechanicals,026403,2025-03-26
22-50467,2.0,34.4,026401 Electricians,026401,2024-10-11
71-00638,1.0,668.61,026403 Mechanicals,026403,2025-01-07
35-10780,2.0,21.48,026804 Stores,026804,2025-05-05
71-00585,4.0,18.9,026403 Mechanicals,026403,2024-09-27
59-11297,1.0,19.64,026404 Plumbing,026404,2024-12-23
71-00558,1.0,389.84,026403 Mechanicals,026403,2024-07-26
59-12757,7.0,29.13,026404 Plumbing,026404,2024-12-23
59-11310,1.0,14.39,026404 Plumbing,026404,2024-12-23
30-10336S,12.0,4.87,026803 Custodial Services,026803,2025-01-31
Tool custodial,2.0,166.11,026803 Custodial Services,026803,2024-06-24
Tool Custodial,2.0,152.93,026803 Custodial Services,026803,2024-06-24
22-10626,6.0,14.68,026401 Electricians,026401,2024-07-23
Custodial tool,1.0,198.4,026803 Custodial Services,026803,2024-11-04
70-10915,4.0,70.55,026403 Mechanicals,026403,2024-11-07
91-00366,1.0,43.44,026809 Preventive Maintenance,026809,2024-12-19
15-20768S,1.0,187.37,026400 Carpenters,026400,2024-07-26
22-10114,2.0,53.23,026401 Electricians,026401,2024-08-06
90-11178K,3.0,32.3,026809 Preventive Maintenance,026809,2025-02-05
59-10938S,50.0,0.18,026404 Plumbing,026404,2025-02-21
30-10431S,30.0,12.9,026803 Custodial Services,026803,2025-02-25
91-00373,3.0,51.9,026809 Preventive Maintenance,026809,2025-02-05
35-10568K,7.0,15.92,026804 Stores,026804,2025-02-10
58-00444,10.0,0.89,026404 Plumbing,026404,2025-02-21
59-10348S,6.0,8.68,026404 Plumbing,026404,2025-03-03
59-10316S,6.0,2.92,026404 Plumbing,026404,2025-03-03
35-51772K,3.0,13.4,026804 Stores,026804,2025-02-10
90-11289K,2.0,32.49,026809 Preventive Maintenance,026809,2024-08-27
90-11189K,2.0,22.42,026809 Preventive Maintenance,026809,2024-08-27
71-00441,2.0,402.57,026403 Mechanicals,026403,2025-04-09
58-11952,6.0,20.39,026404 Plumbing,026404,2025-04-22
59-12054S,4.0,4.8,026404 Plumbing,026404,2025-04-22
59-10087S,6.0,2.52,026404 Plumbing,026404,2025-04-22
58-00393,1.0,56.46,026404 Plumbing,026404,2024-06-26
90-51657,2.0,37.98,026809 Preventive Maintenance,026809,2024-08-27
90-11288K,1.0,31.35,026809 Preventive Maintenance,026809,2024-08-27
90-10635,3.0,60.48,026809 Preventive Maintenance,026809,2024-08-27
30-23515,100.0,17.6,026803 Custodial Services,026803,2024-08-28
70-19111,8.0,139.2125,026403 Mechanicals,026403,2025-05-08
71-00545,1.0,602.23,026403 Mechanicals,026403,2024-07-09
22-50556,2.0,205.0,026401 Electricians,026401,2024-08-07
22-12924,1.0,292.98,026401 Electricians,026401,2024-10-30
58-00417,2.0,11.06,026404 Plumbing,026404,2024-11-13
22-12930,2.0,159.6,026401 Electricians,026401,2024-11-27
15-11210,1.0,251.64,026400 Carpenters,026400,2024-12-23
90-10772,24.0,7.22,026809 Preventive Maintenance,026809,2025-01-14
70-19042,1.0,343.2971,026403 Mechanicals,026403,2025-01-28
44-10520S,2.0,6.36,026402 Painters,026402,2025-02-05
22-12836,16.0,5.88,026401 Electricians,026401,2024-09-17
44-10561,1.0,62.19,026402 Painters,026402,2024-11-04
35-20068K,20.0,15.73,026804 Stores,026804,2024-12-06
58-00418,2.0,11.06,026404 Plumbing,026404,2024-11-13
58-00403,4.0,25.08,026404 Plumbing,026404,2024-11-25
90-11840K,2.0,12.35,026809 Preventive Maintenance,026809,2024-12-20
44-10521S,20.0,22.11,026402 Painters,026402,2025-02-05
20-10113,2.0,9.55,026401 Electricians,026401,2025-02-06
44-10504S,2.0,13.15,026402 Painters,026402,2025-02-25
40-10435S,1.0,6.31,026808 Facility Repair,026808,2025-03-06
58-00403,4.0,26.79,026404 Plumbing,026404,2025-03-21
70-11047,1.0,141.45,026403 Mechanicals,026403,2024-12-04
58-00174,4.0,39.49,026404 Plumbing,026404,2025-01-09
71-00608,1.0,115.28,026403 Mechanicals,026403,2024-11-04
59-11419S,24.0,1.19,026404 Plumbing,026404,2025-02-04
40-10434S,1.0,16.51,026808 Facility Repair,026808,2025-03-06
90-10773,12.0,7.73,026809 Preventive Maintenance,026809,2025-01-14
44-10284,40.0,18.4,026402 Painters,026402,2025-02-05
90-10773,24.0,7.73,026809 Preventive Maintenance,026809,2025-04-03
30-10389S,150.0,4.27,026803 Custodial Services,026803,2025-02-07
71-00674,1.0,366.26,026403 Mechanicals,026403,2025-03-26
20-00203,2.0,657.55,026401 Electricians,026401,2024-09-19
35-57098S,20.0,3.049,026404 Plumbing,026404,2024-05-28
59-11238,3.0,11.24,026404 Plumbing,026404,2024-05-28
95-11078S,8.0,30.476,026809 Preventive Maintenance,026809,2025-01-15
30-10212,12.0,7.24,026803 Custodial Services,026803,2024-06-12
59-10270S,1.0,3.65,026404 Plumbing,026404,2024-11-18
59-11239S,10.0,1.907,026404 Plumbing,026404,2024-05-28
58-11018,2.0,33.18,026404 Plumbing,026404,2024-05-28
25-10005,1.0,2320.51,026401 Electricians,026401,2025-04-18
25-10310,3.0,512.62,026401 Electricians,026401,2025-05-13
Plumbing Tool,1.0,27.73,026404 Plumbing,026404,2024-07-12
30-10395S,180.0,4.09,026803 Custodial Services,026803,2025-04-08
71-00573,1.0,97.61,026403 Mechanicals,026403,2024-08-16
59-11074,1.0,238.88,026404 Plumbing,026404,2025-05-05
59-11290,2.0,28.97,026404 Plumbing,026404,2024-07-23
22-12873,1.0,626.47,026401 Electricians,026401,2024-06-24
20-10642,5.0,8.19,026401 Electricians,026401,2024-08-09
30-10498S,100.0,4.87,026803 Custodial Services,026803,2025-04-18
30-10711S,4.0,72.0,026803 Custodial Services,026803,2024-08-28
30-10498S,600.0,4.87,026803 Custodial Services,026803,2024-08-28
Mechanical Tool,1.0,52.46,026403 Mechanicals,026403,2024-11-04
71-51003,2.0,40.45,026403 Mechanicals,026403,2025-01-03
59-10652,10.0,6.86,026404 Plumbing,026404,2025-01-14
71-00610S,1.0,80.44,026403 Mechanicals,026403,2024-11-04
91-00356K,5.0,9.83,026809 Preventive Maintenance,026809,2024-12-20
71-00634,2.0,8.06,026403 Mechanicals,026403,2024-12-20
59-12460,2.0,88.33,026404 Plumbing,026404,2025-01-28
71-53032S,12.0,4.89,026403 Mechanicals,026403,2025-04-03
30-10124S,90.0,4.42,026803 Custodial Services,026803,2025-04-18
30-10358S,90.0,5.09,026803 Custodial Services,026803,2024-05-22
91-00236,24.0,6.56,026809 Preventive Maintenance,026809,2024-07-29
22-10681,4.0,16.07,026401 Electricians,026401,2024-08-27
71-00181,1.0,25.59,026403 Mechanicals,026403,2024-09-26
20-10673S,10.0,1.153,026401 Electricians,026401,2024-05-15
OTP Carpentry,1.0,5.18,026400 Carpenters,026400,2024-05-21
Carpentry Tool,4.0,11.99,026400 Carpenters,026400,2024-06-07
Carpentry Tool,2.0,5.47,026400 Carpenters,026400,2024-06-07
30-23520,150.0,11.18,026803 Custodial Services,026803,2025-02-07
70-11250,1.0,178.22,026403 Mechanicals,026403,2025-03-26
22-12898,1.0,449.71,026401 Electricians,026401,2024-08-19
20-11262,5.0,3.8,026401 Electricians,026401,2024-08-27
35-20062K,4.0,18.53,026401 Electricians,026401,2024-10-15
15-10574,4.0,9.37,026400 Carpenters,026400,2024-11-18
22-12934,1.0,418.88,026401 Electricians,026401,2024-12-10
71-00635,2.0,11.29,026403 Mechanicals,026403,2024-12-20
91-00357K,4.0,10.23,026809 Preventive Maintenance,026809,2024-12-20
15-10027,6.0,10.41,026400 Carpenters,026400,2025-01-29
22-12639,2.0,153.0,026401 Electricians,026401,2025-03-07
22-12965,1.0,3.96,026401 Electricians,026401,2025-04-17
Lock Shop Tool,1.0,14.69,026808 Facility Repair,026808,2024-09-06
Elevator Tool,1.0,54.71,026401 Electricians,026401,2024-10-08
Elevator Tool,1.0,27.6,026401 Electricians,026401,2024-10-08
15-30035,12.0,20.3,026400 Carpenters,026400,2025-04-24
Stores Tool,1.0,55.54,026804 Stores,026804,2024-12-10
59-11669S,5.0,5.68,026404 Plumbing,026404,2025-01-14
Grounds Tool,1.0,28.5,026805 Grounds,026805,2025-02-03
Stores- Misc. Purchase,1.0,20.83,026804 Stores,026804,2025-03-11
71-00498,1.0,135.38,026403 Mechanicals,026403,2024-11-21
70-11145,4.0,126.2773,026403 Mechanicals,026403,2024-11-25
71-00465,3.0,218.0782,026403 Mechanicals,026403,2024-12-19
25-10430S,2.0,95.87,026401 Electricians,026401,2024-07-17
90-11026K,2.0,7.44,026809 Preventive Maintenance,026809,2024-10-09
90-10084,24.0,6.05,026809 Preventive Maintenance,026809,2024-10-15
90-10084,120.0,6.05,026809 Preventive Maintenance,026809,2024-11-15
91-00359K,3.0,11.95,026809 Preventive Maintenance,026809,2024-12-20
70-11147,1.0,121.64,026403 Mechanicals,026403,2025-01-09
59-13743,1.0,37.15,026404 Plumbing,026404,2024-11-25
95-11061S,2.0,115.0109,026809 Preventive Maintenance,026809,2025-03-31
70-19127,4.0,161.7825,026403 Mechanicals,026403,2024-11-25
22-12731,10.0,33.43,026909 Electrical_Elevator_Inventory,026909,2025-02-26
50-51782,2.0,11.54,026404 Plumbing,026404,2025-03-17
30-10628S,2.0,18.17,026803 Custodial Services,026803,2025-02-25
71-00296S,8.0,11.77,026403 Mechanicals,026403,2024-11-04
15-11207,2.0,47.57,026400 Carpenters,026400,2024-05-31
ELECTRICAL TOOL,1.0,77.6,026401 Electricians,026401,2025-02-05
ELECTRICAL TOOL,1.0,13.0,026401 Electricians,026401,2025-02-05
ELECTRICAL TOOL,3.0,36.54,026401 Electricians,026401,2025-02-05
91-00289S,5.0,16.24,026809 Preventive Maintenance,026809,2025-02-11
22-12956,1.0,560.33,026909 Electrical_Elevator_Inventory,026909,2025-03-07
35-10132K,1.0,9.34,026804 Stores,026804,2025-03-19
Carpentry Tool,1.0,24.67,026400 Carpenters,026400,2025-03-24
Carpentry Tool,6.0,13.33,026400 Carpenters,026400,2025-03-24
Carpentry Tool,3.0,22.52,026400 Carpenters,026400,2025-03-24
Carpentry Tool,3.0,12.48,026400 Carpenters,026400,2025-03-24
71-00586,1.0,85.9714,026403 Mechanicals,026403,2024-09-30
35-00435,3.0,25.98,026403 Mechanicals,026403,2025-02-12
20-12231,6.0,2.34,026401 Electricians,026401,2024-07-12
15-10201K,6.0,8.57,026400 Carpenters,026400,2024-08-21
90-11773,72.0,7.24,026809 Preventive Maintenance,026809,2024-09-27
90-11773,48.0,7.24,026809 Preventive Maintenance,026809,2024-10-02
90-11773,36.0,7.24,026809 Preventive Maintenance,026809,2024-10-17
59-12570,3.0,8.01,026404 Plumbing,026404,2024-11-22
90-11773,36.0,7.24,026809 Preventive Maintenance,026809,2024-12-04
40-10425,5.0,50.64,026808 Facility Repair,026808,2024-06-07
59-11047,2.0,164.83,026404 Plumbing,026404,2025-01-27
90-11773,48.0,8.52,026809 Preventive Maintenance,026809,2024-06-12
Mechanical Tool,2.0,123.07,026403 Mechanicals,026403,2024-05-23
40-10402S,2.0,3.38,026808 Facility Repair,026808,2024-06-07
40-10423,1.0,208.2,026808 Facility Repair,026808,2024-06-07
71-00541,1.0,116.59,026403 Mechanicals,026403,2024-06-13
